0,21,-413.4157121058185
1,44,-723.0191576176542
2,62,-523.0279896761843
3,77,-329.48911609631944
4,97,-480.5287992875823
5,116,-511.05271242778946
6,133,-235.15634478841747
7,156,-485.04320519876126
8,173,-415.093233418721
9,193,-423.99027341221864
10,212,-379.6259781185693
11,229,-429.80242827793757
12,247,-408.2230318226602
13,263,-311.9609771134345
14,282,-631.1574675513592
15,299,-321.54421531487327
16,317,-299.10437417405905
17,334,-417.45609465184515
18,352,-427.85297408204787
19,370,-415.2693842995064
20,388,-439.8998701299297
21,408,-620.2822938721636
22,424,-249.60799145005544
23,449,-989.7995583349025
24,472,-932.453636022595
25,489,-428.94422922706826
26,506,-634.1927358826658
27,521,-450.2850146734919
28,535,-343.1523269249161
29,556,-728.5679464700634
30,570,-324.86770423459717
31,586,-311.6385366561296
32,607,-620.3811216414362
33,626,-641.0695893404054
34,640,-440.9565116951635
35,656,-422.6803843833086
36,673,-580.1906412298151
37,689,-417.540146981719
38,711,-718.6931086846414
39,729,-624.9084973672428
40,746,-415.4990163288943
41,761,-318.2811019112039
42,778,-297.64861165777995
43,794,-430.06881252510743
44,807,-348.62214699534536
45,823,-537.993354101987
46,837,-229.7258985250234
47,855,-512.2302120505035
48,869,-449.5681500563076
49,891,-756.883402485534
50,909,-747.9495740337927
51,925,-354.34452367406146
52,942,-526.240858507658
53,959,-320.1318972567876
54,973,-362.6180096049093
55,987,-360.95845411212304
56,1003,-456.384900757791
57,1019,-471.15872143911383
58,1034,-452.8567178700904
59,1053,-639.1908525354959
60,1075,-1073.0398805621214
61,1091,-332.888980739172
62,1106,-363.8968463330303
63,1124,-754.4228585524594
64,1141,-277.8101585583315
65,1156,-329.7259597747409
66,1173,-523.6228549985434
67,1187,-435.58681371338184
68,1205,-550.0500293211176
69,1224,-718.7353865755537
70,1240,-538.6414545767092
71,1258,-410.91534077695337
72,1276,-638.0731669030336
73,1293,-445.50756103579204
74,1311,-638.8673271123776
75,1325,-450.62390644079545
76,1343,-398.48565997226535
77,1358,-355.0854977938912
78,1373,-348.36135922091773
79,1389,-275.8875400039859
80,1407,-443.3371187678092
81,1422,-461.64754449894093
82,1440,-573.1763873563176
83,1456,-442.5035890618865
84,1476,-733.6026759949359
85,1500,-1049.582516484876
86,1519,-551.0651295219598
87,1543,-809.6639008091429
88,1557,-273.4666308687939
89,1576,-837.6441338691521
90,1594,-367.1085444575826
91,1609,-442.5475029994534
92,1630,-648.5596888310282
93,1645,-450.68536203959025
94,1666,-675.532964607233
95,1687,-758.4982590355269
96,1702,-353.33955358455546
97,1718,-555.6520540253238
98,1737,-638.310676996273
99,1752,-334.80445630177655
100,1767,-447.37513759601813
101,1784,-443.376642938736
102,1804,-617.8317138233278
103,1818,-329.9445770890674
104,1837,-835.0733972566122
105,1852,-321.3664755159942
106,1869,-382.695762462162
107,1884,-427.30918519648765
108,1899,-338.79108636006737
109,1917,-540.2565821280733
110,1932,-314.59632593891047
111,1952,-697.0404418192738
112,1969,-376.4150920637326
113,1984,-332.96391486826997
114,2002,-393.6824578194815
115,2022,-735.5651297361071
116,2036,-339.7170782613832
117,2059,-690.4291881891457
118,2078,-533.2477374436806
119,2106,-672.1602258331836
120,2127,-830.8001976198991
121,2150,-236.52805081740712
122,2167,-549.9549597625557
123,2190,81.32551064492054
124,2209,-556.2290307319156
125,2237,-1015.0444557446974
126,2258,-752.4702614875962
127,2276,-431.02285421866975
128,2304,-314.09944262488244
129,2341,-767.2895013529884
130,2366,-30.252506817643024
131,2396,-398.7629528699126
132,2460,-71.19721927713334
133,2510,36.815915692848705
134,2549,-2.645351415393378
135,2612,-239.74146725753627
136,2689,-260.470585138355
